challenge_id,user_id,team_id,id,ip,provided,type,date
33,25,,469,605957,c,correct,2019-11-20 17:12:15
47,19,,470,875427,True,correct,2019-11-20 17:12:29
34,22,,471,875427,d,correct,2019-11-20 17:12:29
62,21,,472,875427,d,correct,2019-11-20 17:12:30
34,25,,474,605957,d,correct,2019-11-20 17:12:37
63,21,,475,875427,c,correct,2019-11-20 17:12:46
48,19,,476,875427,False,correct,2019-11-20 17:12:47
35,25,,477,605957,d,correct,2019-11-20 17:12:49
64,21,,479,875427,a,correct,2019-11-20 17:13:02
36,25,,481,605957,d,correct,2019-11-20 17:13:07
37,22,,483,875427,a,correct,2019-11-20 17:13:15
65,21,,484,875427,b,correct,2019-11-20 17:13:21
37,25,,486,605957,a,correct,2019-11-20 17:13:27
50,19,,487,875427,False,correct,2019-11-20 17:13:28
38,25,,490,605957,c,correct,2019-11-20 17:13:53
66,21,,491,875427,a,correct,2019-11-20 17:13:55
40,22,,492,875427,a,correct,2019-11-20 17:14:06
51,19,,493,875427,True,correct,2019-11-20 17:14:07
41,22,,495,875427,c,correct,2019-11-20 17:14:30
67,21,,496,875427,c,correct,2019-11-20 17:14:32
52,19,,498,875427,d,correct,2019-11-20 17:14:43
68,21,,500,875427,c,correct,2019-11-20 17:14:56
1,25,,503,605957,C9C4AB3D-A17F-4EA7-A4E9-98B861C1F4F9,correct,2019-11-20 17:15:36
70,21,,507,875427,b,correct,2019-11-20 17:15:52
50,22,,508,875427,false,correct,2019-11-20 17:15:54
39,25,,509,605957,b,correct,2019-11-20 17:16:05
54,19,,510,875427,False,correct,2019-11-20 17:16:09
51,22,,511,875427,true,correct,2019-11-20 17:16:11
71,21,,512,875427,a,correct,2019-11-20 17:16:12
40,25,,513,605957,a,correct,2019-11-20 17:16:20
41,25,,514,605957,c,correct,2019-11-20 17:16:30
42,25,,516,605957,false,correct,2019-11-20 17:16:39
55,19,,519,875427,c,correct,2019-11-20 17:16:46
52,22,,520,875427,d,correct,2019-11-20 17:16:46
43,25,,523,605957,false,correct,2019-11-20 17:16:59
44,25,,527,605957,false,correct,2019-11-20 17:17:28
53,22,,529,875427,b,correct,2019-11-20 17:17:35
45,25,,531,605957,true,correct,2019-11-20 17:17:37
46,25,,533,605957,false,correct,2019-11-20 17:17:45
2,9,,534,875427,QmFz,correct,2019-11-20 17:17:46
54,22,,535,875427,false,correct,2019-11-20 17:17:48
47,25,,536,605957,true,correct,2019-11-20 17:17:52
75,21,,537,875427,a,correct,2019-11-20 17:17:56
56,19,,538,875427,b,correct,2019-11-20 17:18:08
48,25,,539,605957,false,correct,2019-11-20 17:18:09
55,22,,540,875427,c,correct,2019-11-20 17:18:09
78,25,,542,605957,2fa,correct,2019-11-20 17:18:34
76,21,,543,875427,d,correct,2019-11-20 17:18:43
57,19,,546,875427,True,correct,2019-11-20 17:18:48
79,25,,547,605957,owasp,correct,2019-11-20 17:18:48
5,9,,548,875427,b2Rp,correct,2019-11-20 17:18:50
56,22,,550,875427,b,correct,2019-11-20 17:18:53
58,19,,552,875427,a,correct,2019-11-20 17:19:04
57,22,,553,875427,true,correct,2019-11-20 17:19:11
3,9,,554,875427,ZTY0,correct,2019-11-20 17:19:11
49,25,,555,605957,false,correct,2019-11-20 17:19:11
50,25,,557,605957,false,correct,2019-11-20 17:19:18
59,19,,558,875427,False,correct,2019-11-20 17:19:19
1,21,,559,875427,C9C4AB3D-A17F-4EA7-A4E9-98B861C1F4F9,correct,2019-11-20 17:19:19
4,9,,560,875427,RW5j,correct,2019-11-20 17:19:21
58,22,,561,875427,a,correct,2019-11-20 17:19:23
51,25,,562,605957,true,correct,2019-11-20 17:19:25
52,25,,563,605957,d,correct,2019-11-20 17:19:51
60,19,,564,875427,d,correct,2019-11-20 17:19:51
59,22,,566,875427,false,correct,2019-11-20 17:19:57
53,25,,567,605957,b,correct,2019-11-20 17:20:02
32,26,,569,875427,d,correct,2019-11-20 17:20:13
54,25,,571,605957,false,correct,2019-11-20 17:20:14
6,9,,572,875427,bmdJc,correct,2019-11-20 17:20:16
61,19,,573,875427,a,correct,2019-11-20 17:20:18
60,22,,574,875427,d,correct,2019-11-20 17:20:21
55,25,,575,605957,c,correct,2019-11-20 17:20:30
73,11,,576,973292,c,correct,2019-11-20 17:20:39
62,19,,577,875427,d,correct,2019-11-20 17:20:39
61,22,,578,875427,a,correct,2019-11-20 17:20:45
62,22,,579,875427,d,correct,2019-11-20 17:20:57
63,19,,580,875427,c,correct,2019-11-20 17:21:02
33,26,,581,875427,c,correct,2019-11-20 17:21:03
10,9,,582,875427,b25,correct,2019-11-20 17:21:16
63,22,,584,875427,c,correct,2019-11-20 17:21:18
64,19,,585,875427,a,correct,2019-11-20 17:21:18
34,26,,587,875427,d,correct,2019-11-20 17:21:48
56,25,,589,605957,b,correct,2019-11-20 17:21:48
65,19,,590,875427,b,correct,2019-11-20 17:21:49
64,22,,591,875427,a,correct,2019-11-20 17:21:49
11,9,,592,875427,Bbm,correct,2019-11-20 17:21:56
12,9,,593,875427,RXa,correct,2019-11-20 17:22:05
32,27,,594,875427,D,correct,2019-11-20 17:22:26
66,19,,595,875427,a,correct,2019-11-20 17:22:26
21,25,,597,605957,22211904-DDF5-4D0A-8A76-F73BCAF3D897,correct,2019-11-20 17:22:26
65,22,,598,875427,b,correct,2019-11-20 17:22:46
35,26,,599,875427,d,correct,2019-11-20 17:23:05
66,22,,601,875427,a,correct,2019-11-20 17:23:21
67,19,,602,875427,c,correct,2019-11-20 17:23:22
22,25,,605,605957,106EBE63-283F-46D9-882E-498B8B4D9C10,correct,2019-11-20 17:23:55
1,28,,607,875427,C9C4AB3D-A17F-4EA7-A4E9-98B861C1F4F9,correct,2019-11-20 17:23:58
68,19,,608,875427,c,correct,2019-11-20 17:23:58
57,25,,609,605957,true,correct,2019-11-20 17:24:17
9,9,,611,875427,HRp,correct,2019-11-20 17:24:21
72,22,,612,875427,c,correct,2019-11-20 17:24:24
58,25,,613,605957,a,correct,2019-11-20 17:24:26
59,25,,615,605957,false,correct,2019-11-20 17:24:34
69,19,,617,875427,c,correct,2019-11-20 17:24:38
60,25,,618,605957,d,correct,2019-11-20 17:24:42
70,19,,619,875427,b,correct,2019-11-20 17:25:14
61,25,,620,605957,a,correct,2019-11-20 17:25:20
71,19,,622,875427,a,correct,2019-11-20 17:25:51
15,9,,623,875427,Jvd,correct,2019-11-20 17:25:54
72,19,,628,875427,c,correct,2019-11-20 17:26:47
19,9,,629,875427,bWF0,correct,2019-11-20 17:26:54
1,26,,630,875427,C9C4AB3D-A17F-4EA7-A4E9-98B861C1F4F9,correct,2019-11-20 17:26:56
23,25,,631,605957,DF7D012B-9083-48BF-B240-280EED12B6A6,correct,2019-11-20 17:27:03
73,19,,633,875427,c,correct,2019-11-20 17:28:13
32,28,,634,875427,d,correct,2019-11-20 17:28:13
7,9,,635,875427,05vdEV,correct,2019-11-20 17:28:57
36,26,,636,875427,d,correct,2019-11-20 17:28:59
1,27,,637,875427,C9C4AB3D-A17F-4EA7-A4E9-98B861C1F4F9,correct,2019-11-20 17:29:07
24,25,,639,605957,AF296717-1AA3-450C-913E-7EE4EADF17B8,correct,2019-11-20 17:29:19
74,22,,641,875427,e,correct,2019-11-20 17:29:40
62,25,,642,605957,d,correct,2019-11-20 17:29:41
67,22,,649,875427,c,correct,2019-11-20 17:30:48
63,25,,650,605957,c,correct,2019-11-20 17:30:56
75,19,,651,875427,a,correct,2019-11-20 17:31:04
64,25,,652,605957,a,correct,2019-11-20 17:31:04
65,25,,653,605957,b,correct,2019-11-20 17:31:15
76,19,,655,875427,d,correct,2019-11-20 17:31:28
66,25,,656,605957,a,correct,2019-11-20 17:31:35
10,27,,657,875427,b25,correct,2019-11-20 17:31:35
68,22,,658,875427,c,correct,2019-11-20 17:31:44
67,25,,659,605957,c,correct,2019-11-20 17:31:44
69,22,,661,875427,c,correct,2019-11-20 17:32:01
12,17,,663,875427,RXa,correct,2019-11-20 17:32:04
68,25,,664,605957,c,correct,2019-11-20 17:32:07
70,22,,665,875427,b,correct,2019-11-20 17:32:13
69,25,,666,605957,c,correct,2019-11-20 17:32:13
70,25,,667,605957,b,correct,2019-11-20 17:32:22
71,22,,668,875427,a,correct,2019-11-20 17:32:24
71,25,,669,605957,a,correct,2019-11-20 17:32:30
11,27,,670,875427,Bbm,correct,2019-11-20 17:32:36
72,25,,671,605957,c,correct,2019-11-20 17:32:38
73,25,,672,605957,c,correct,2019-11-20 17:32:44
74,25,,674,605957,e,correct,2019-11-20 17:32:55
30,4,,676,384520,2B7BB837-7803-427B-AADE-96F701CB69B2,correct,2019-11-20 17:33:00
75,25,,678,605957,a,correct,2019-11-20 17:33:06
